"lat","lon","Name","SARPID","Source","SourceID","Snapped","NHDPlusID","River","StreamSizeClass","FlowsToOcean","NIDID","NIDFederalID","PartnerID","Estimated","AnnualVelocity","AnnualFlow","TotDASqKm","YearCompleted","FERCRegulated","StateRegulated","NRCSDam","FedRegulatoryAgency","WaterRight","IsPriority","Height","Length","Width","Hazard","Construction","Purpose","Passability","FishScreen","ScreenType","Feasibility","Recon","Diversion","LowheadDam","StorageVolume","WaterbodyAcres","Fatality","RelicensingYear","Removed","YearRemoved","YearSurveyed","Condition","PassageFacility","TESpp","StateSGCNSpp","RegionalSGCNSpp","Trout","DiadromousHabitat","OwnerType","BarrierOwnerType","ProtectedLand","SourceLink","EJTract","EJTribal","NativeTerritories","Resilience","BrookTroutPortfolio","WildScenicRiver","Wilderness","FishHabitatPartnership","Basin","Subbasin","Subwatershed","HUC2","HUC6","HUC8","HUC10","HUC12","State","County","CongressionalDistrict","Excluded","Invasive","OnLoop","HasNetwork","Ranked","Intermittent","Canal","StreamOrder","Landcover","SizeClasses","PerennialSizeClasses","MainstemSizeClasses","UpstreamBarrierSARPID","UpstreamBarrier","UpstreamBarrierMiles","DownstreamBarrierSARPID","DownstreamBarrier","DownstreamBarrierMiles","TotalUpstreamMiles","PerennialUpstreamMiles","IntermittentUpstreamMiles","AlteredUpstreamMiles","UnalteredUpstreamMiles","PercentUnaltered","PerennialUnalteredUpstreamMiles","PercentPerennialUnaltered","ResilientUpstreamMiles","PercentResilient","UpstreamDrainageAcres","UnalteredWaterbodyAcres","UnalteredWetlandAcres","HasUpstreamEJTract","HasUpstreamEJTribal","TotalDownstreamMiles","FreeDownstreamMiles","FreePerennialDownstreamMiles","FreeIntermittentDownstreamMiles","FreeAlteredDownstreamMiles","FreeUnalteredDownstreamMiles","FreeResilientDownstreamMiles","GainMiles","PerennialGainMiles","FunctionalNetworkMiles","PerennialFunctionalNetworkMiles","TotalMainstemUpstreamMiles","PerennialMainstemUpstreamMiles","IntermittentMainstemUpstreamMiles","AlteredMainstemUpstreamMiles","UnalteredMainstemUpstreamMiles","PerennialUnalteredMainstemUpstreamMiles","PercentMainstemUnaltered","MainstemUpstreamImpairment","TotalMainstemDownstreamMiles","FreeMainstemDownstreamMiles","FreePerennialMainstemDownstreamMiles","FreeIntermittentMainstemDownstreamMiles","FreeAlteredMainstemDownstreamMiles","FreeUnalteredMainstemDownstreamMiles","MainstemDownstreamImpairment","MainstemGainMiles","PerennialMainstemGainMiles","MainstemNetworkMiles","PerennialMainstemNetworkMiles","FreeLinearDownstreamMiles","FreePerennialLinearDownstreamMiles","FreeIntermittentLinearDownstreamMiles","FreeAlteredLinearDownstreamMiles","FreeUnalteredLinearDownstreamMiles","HasLinearDownstreamEJTract","HasLinearDownstreamEJTribal","UpstreamWaterfalls","UpstreamDams","UpstreamSmallBarriers","UpstreamRoadCrossings","UpstreamHeadwaters","TotalUpstreamRoadCrossings","TotalUpstreamDams","TotalDownstreamWaterfalls","TotalDownstreamDams","TotalDownstreamSmallBarriers","MilesToOutlet","InvasiveNetwork","EasternBrookTroutHabitatUpstreamMiles","FreeEasternBrookTroutHabitatDownstreamMiles","State_NC_tier","State_WC_tier","State_NCWC_tier","State_PNC_tier","State_PWC_tier","State_PNCWC_tier","State_MNC_tier","State_MWC_tier","State_MNCWC_tier","HUC8_NC_tier","HUC8_WC_tier","HUC8_NCWC_tier","HUC8_PNC_tier","HUC8_PWC_tier","HUC8_PNCWC_tier","HUC8_MNC_tier","HUC8_MWC_tier","HUC8_MNCWC_tier","URL"
40.272972,-74.7779,"Ceva Lake Dam","NJ31408","NID March19 2023","NJ00607",true,1.0000200670601e+13,"Branch Shabakunk Creek","1a","yes","NJ00607","NJ00607","NJ_NJ00607","no",-1,0.458842,0.7911,1920,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",14,300,0,"Significant","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",15,6.5560465,0,0,"no",0,0,"Satisfactory","Unknown or none",1,1,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","State","no","","no","no","Lenapehoking (Lenni-Lenape)","Below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Upper Delaware","Middle Delaware-Musconetcong","Lower Assunpink Creek","02","020401","02040105","0204010508","020401050803","New Jersey","Mercer","NJ12","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,44,0,0,0,"","",0,"NJ88159","dam",0.325,0.205,0.205,0,0.205,0,0,0,0,0,0,195.485,0,0,"no","no",10.092,9.813,9.813,0,1.112,8.701,0,0.205,0.205,10.018,10.018,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0.15,0.15,0,0,0.15,"no","no",0,0,0,0,1,0,0,0,4,0,65.251,"no",0,0,18,17,18,18,17,18,20,17,19,17,18,17,17,18,17,20,18,19,"https://tool.aquaticbarriers.org/report/dams/NJ31408"
41.31487,-74.66875,"Lake Marcia Dam","NJ31665","NID March19 2023","NJ00495",true,1.0000200508222e+13,"Big Flat Brook","1a","yes","NJ00495","NJ00495","NJ_NJ00495","no",-1,0.178107,0.20709997,0,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",15,120,0,"Low","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",140,18.215273,0,0,"no",0,0,"Unknown","Unknown or none",0,1,0,"Salvelinus fontinalis","not located on a reach associated with anadromous / catadromous species habitat","State land","State","yes","","no","no","Mohican, Munsee Lenape","Slightly above average","Persistent","","no","Atlantic Coastal Fish Habitat Partnership, Eastern Brook Trout Joint Venture","Upper Delaware","Middle Delaware-Mongaup-Brodhead","Lower Neversink River","02","020401","02040104","0204010403","020401040308","New Jersey","Sussex","NJ05","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,92,0,0,0,"","",0,"NJ50405","dam",1.928,0.363,0.363,0,0.363,0,0,0,0,0.363,100,51.175,0,0,"no","no",1.928,1.314,1.274,0.04,0,1.314,1.314,0.363,0.363,1.677,1.637,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,0,0,1.314,1.274,0.04,0,1.314,"no","no",0,0,0,0,1,0,0,0,5,2,184.054,"no",0,0.998,16,14,15,16,14,15,20,13,17,15,14,14,15,13,14,20,15,18,"https://tool.aquaticbarriers.org/report/dams/NJ31665"
41.237778,-74.538,"Wallkill Lake Dam","NJ31666","NID March19 2023","NJ00032",true,1.0000700039852e+13,"Wallkill River-Tr","1a","yes","NJ00032","NJ00032","NJ_NJ00032","no",-1,1.519614,1.9886,1930,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",15,490,0,"Low","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",156,28.50364,0,0,"no",0,0,"Fair","Unknown or none",0,1,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","Private","no","","no","no","Mohican, Munsee Lenape","Average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership, Eastern Brook Trout Joint Venture","Upper Hudson","Rondout","Quarryville Brook-Wallkill River","02","020200","02020007","0202000701","020200070104","New Jersey","Sussex","NJ05","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,72,0,0,0,"","",0,"NY94082","dam",35.817,0.308,0.308,0,0.308,0,0,0,0,0,0,491.393,0,0,"no","no",609.78,605.24,544.812,60.428,59.99,545.25,55.928,0.308,0.308,605.548,545.12,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,0,0,35.815,35.815,0,5.378,30.437,"no","no",0,0,0,0,1,0,0,1,8,6,119.624,"no",0,43.096,17,15,16,17,15,16,20,15,18,14,16,15,13,16,14,20,16,18,"https://tool.aquaticbarriers.org/report/dams/NJ31666"
39.804543,-74.98759,"Clementon Lake Dam","NJ31773","NID March19 2023","NJ00410",true,1.000020047937e+13,"North Branch Big Timber Creek","1a","yes","NJ00410","NJ00410","NJ_NJ00410","no",-1,4.613746,7.7252,0,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",19,375,0,"High","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","No",76,16.77084,0,0,"no",0,0,"Satisfactory","Unknown or none",0,0,0,"Salvelinus fontinalis","not located on a reach associated with anadromous / catadromous species habitat","","Private","no","","yes","no","Lenapehoking (Lenni-Lenape)","Slightly below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Lower Delaware","Lower Delaware","North Branch Big Timber Creek","02","020402","02040202","0204020205","020402020501","New Jersey","Camden","NJ01","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,68,0,0,0,"NJ92795","dam",0.465,"NJ7946","dam",2.265,0.582,0.582,0,0.448,0.134,23,0.134,23,0,0,130.496,0,4.654,"yes","no",3.19,2.643,2.643,0,0.042,2.601,0,0.582,0.582,3.225,3.225,0.465,0.465,0,0.345,0.12,0.12,26,"",0.323,0.323,0.323,0,0.019,0.303,"",0.323,0.323,0.787,0.787,1.718,1.718,0,0.042,1.676,"yes","no",0,1,0,0,1,4,6,0,3,0,31.2,"no",0,0,15,14,14,14,14,14,14,13,13,12,15,13,11,14,13,12,14,13,"https://tool.aquaticbarriers.org/report/dams/NJ31773"
41.10566,-74.31733,"Harrison Mountain Lake Dam","NJ31927","NID March19 2023","NJ00537",true,1.0000100049524e+13,"Branch Brunt Meadow Brook","1a","yes","NJ00537","NJ00537","NJ_NJ00537","no",-1,0.316784,0.4363,1930,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",15,470,0,"Low","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",76,11.126359,0,0,"no",0,0,"Unknown","Unknown or none",0,3,0,"Salvelinus fontinalis","not located on a reach associated with anadromous / catadromous species habitat","","Private","no","","no","no","Mohican, Munsee Lenape","Slightly below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership, Eastern Brook Trout Joint Venture","Lower Hudson","Hackensack-Passaic","Lower Wanaque River","02","020301","02030103","0203010301","020301030103","New Jersey","Passaic","NJ05","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,73,0,0,0,"","",0,"NJ92134","dam",3.093,0.378,0.378,0,0.195,0.183,48,0.183,48,0,0,108.38,0.541,1.443,"no","no",20.182,20.182,20.156,0.025,0.161,20.02,0,0.378,0.378,20.559,20.534,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,0,0,3.093,3.093,0,0,3.093,"no","no",0,0,0,1,1,1,0,0,13,0,72.822,"no",0,3.28,16,11,14,16,11,14,20,15,18,14,11,12,14,11,12,20,15,18,"https://tool.aquaticbarriers.org/report/dams/NJ31927"
39.19487,-74.83976,"Ludlam Pond Dam","NJ32026","NID March19 2023","NJ00597",true,1.0000200393803e+13,"Dennis Creek-Tr","1a","yes","NJ00597","NJ00597","NJ_NJ00597","no",-1,3.057072,6.3803,0,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",7,550,0,"Significant","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Possibly feasible","Not yet evaluated","Unknown","Unknown",146,58.670086,0,0,"no",0,0,"Poor","Unknown or none",0,0,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","State land","State","yes","","yes","no","Lenapehoking (Lenni-Lenape)","Slightly above average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Lower Delaware","Cohansey-Maurice","Dennis Creek-Frontal Delaware Bay","02","020402","02040206","0204020607","020402060702","New Jersey","Cape May","NJ02","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,92,0,0,0,"","",0,"","",0,2.994,2.178,0.816,0.598,2.396,80,1.581,73,2.994,100,1622.936,0,311.032,"yes","no",134.686,134.143,128.109,6.034,29.062,105.081,134.143,2.994,2.178,137.137,130.287,0.966,0.966,0,0.576,0.391,0.391,40,"",0.505,0.505,0.505,0,0,0.505,"",0.505,0.505,1.472,1.472,5.062,5.062,0,0,5.062,"yes","no",0,0,0,3,2,3,0,0,0,0,5.062,"no",0,0,7,8,7,8,8,8,11,10,10,8,8,8,9,9,9,10,13,10,"https://tool.aquaticbarriers.org/report/dams/NJ32026"
40.270187,-74.522354,"Peddie Lake Dam","NJ32038","NID March19 2023","NJ00149",true,1.0000100051402e+13,"Rocky Brook","1b","yes","NJ00149","NJ00149","NJ_NJ00149","no",-1,20.307228,33.8931,1923,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",15,72,0,"High","Cement","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",63,17.506115,0,0,"no",0,0,"Satisfactory","Unknown or none",0,0,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","Local government","no","","yes","no","Lenapehoking (Lenni-Lenape)","Below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Lower Hudson","Raritan","Rocky Brook","02","020301","02030105","0203010503","020301050303","New Jersey","Mercer","NJ03","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",5,33,1,1,0,"NJ92530","dam",0.875,"NJ92493","dam",5.408,3.091,3.091,0,1.167,1.924,62,1.924,62,0,0,2461.586,0.473,27.254,"yes","no",20.556,20.556,19.72,0.837,1.292,19.265,0,3.091,3.091,23.648,22.811,0.619,0.619,0,0.597,0.022,0.022,4,"o",1.803,1.803,1.803,0,0,1.803,"o",0.619,0.619,2.421,2.421,5.408,5.408,0,0,5.408,"yes","no",0,2,0,20,5,57,5,0,6,0,51.502,"no",0,0,6,11,8,6,11,8,10,18,13,6,12,9,6,12,9,10,18,14,"https://tool.aquaticbarriers.org/report/dams/NJ32038"
41.16166,-74.33306,"Greenwood Lake Dam","NJ32044","NID March19 2023","NJ00187",true,1.0000100001301e+13,"Wanaque River","1b","yes","NJ00187","NJ00187","NJ_NJ00187","no",-1,55.769394,70.2503,1928,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",17,270,0,"High","Cement","Recreation","Unknown","Unknown","Unknown","Possibly feasible","Not yet evaluated","Unknown","Unknown",13269,1943.9645,0,0,"no",0,0,"Poor","Unknown or none",0,0,0,"Salvelinus fontinalis","not located on a reach associated with anadromous / catadromous species habitat","","State","no","","no","no","Mohican, Munsee Lenape","Slightly below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership, Eastern Brook Trout Joint Venture","Lower Hudson","Hackensack-Passaic","Upper Wanaque River","02","020301","02030103","0203010301","020301030101","New Jersey","Passaic","NJ05","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",4,85,1,1,0,"NJ38441","dam",3.093,"NJ48056","dam",5.85,30.581,30.468,0.114,9.087,21.494,70,21.38,70,0,0,17144.021,31.018,219.243,"no","no",31.345,26.46,26.094,0.366,0.305,26.155,0,26.46,26.094,57.041,56.561,2.596,2.596,0,2.39,0.206,0.206,8,"t",5.85,2.717,2.717,0,0,2.717,"t",2.596,2.596,5.313,5.313,2.717,2.717,0,0,2.717,"no","no",0,4,3,36,23,65,15,0,11,0,78.92,"no",6.755,6.978,1,6,3,1,6,3,2,13,6,1,5,2,1,5,2,1,14,7,"https://tool.aquaticbarriers.org/report/dams/NJ32044"
40.83251,-74.43245,"New Jersey No Name # 56 Dam","NJ3219","NID March19 2023","NJ00804",true,1.0000100031263e+13,"Malapardis Brook","1b","yes","NJ00804","NJ00804","NJ_NJ00804","no",-1,6.54153,10.5206,1960,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",7,123,0,"Low","Earthfill (Gravel, Sand, Silt, Clay)","Flood Control","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",15,7.288122,0,0,"no",0,0,"Satisfactory","Unknown or none",0,0,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","Local government","no","","no","no","Mohican, Munsee Lenape","Below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership, Eastern Brook Trout Joint Venture","Lower Hudson","Hackensack-Passaic","Lower Whippany River","02","020301","02030103","0203010303","020301030303","New Jersey","Morris","NJ11","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,56,1,1,1,"NJ92376","dam",2.053,"NJ93281","dam",1.599,7.704,7.704,0,1.068,6.635,86,6.635,86,0,0,2173.387,18.715,178.817,"no","no",2.782,2.782,2.782,0,0.343,2.438,0,2.782,2.782,10.485,10.485,0.454,0.454,0,0.279,0.175,0.175,38,"b",1.392,1.392,1.392,0,0.283,1.108,"b",0.454,0.454,1.846,1.846,1.599,1.599,0,0.283,1.316,"no","no",0,2,0,29,16,30,2,0,4,0,74.621,"no",0,0,7,7,7,7,7,7,12,9,10,5,6,5,5,6,5,10,7,8,"https://tool.aquaticbarriers.org/report/dams/NJ3219"
39.973877,-74.29195,"Green Branch Dam","NJ32319","NID March19 2023","NJ00062",true,1.000020061718e+13,"Wrangle Brook","1b","yes","NJ00062","NJ00062","NJ_NJ00062","no",-1,7.909249,12.2054,0,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",11,3000,0,"Low","Earthfill (Gravel, Sand, Silt, Clay)","Water Supply","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","No",210,1.6302587,0,0,"no",0,0,"Unknown","Unknown or none",0,0,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","Private","no","","yes","no","Lenapehoking (Lenni-Lenape)","Average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Mid Atlantic Coastal","Mullica-Toms","Wrangle Brook","02","020403","02040301","0204030103","020403010304","New Jersey","Ocean","NJ04","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,100,1,1,1,"","",0,"","",0,10.565,9.523,1.042,0.109,10.456,99,9.415,99,0,0,3300.137,0,565.379,"yes","no",149.493,147.026,134.475,12.552,2.989,144.037,0,10.565,9.523,157.591,143.998,3.551,3.551,0,0.109,3.443,3.443,97,"",0.461,0.461,0.461,0,0,0.461,"",0.461,0.461,4.013,4.013,10.938,10.938,0,0.035,10.903,"yes","no",0,0,0,2,8,2,0,0,0,0,11.614,"no",0,0,2,3,3,2,3,3,12,1,6,2,4,3,2,4,2,9,1,4,"https://tool.aquaticbarriers.org/report/dams/NJ32319"
40.253803,-74.335884,"New Jersey No Name # 109 Dam","NJ32374","NID March19 2023","NJ00724",true,1.0000100057016e+13,"Manalapan Brook","1a","yes","NJ00724","NJ00724","NJ_NJ00724","no",-1,2.121452,3.289,1950,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",8,210,0,"Low","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",85,14.218922,0,0,"no",0,0,"Satisfactory","Unknown or none",0,0,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","Private","no","","no","no","Lenapehoking (Lenni-Lenape)","Below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Lower Hudson","Raritan","Manalapan Brook","02","020301","02030105","0203010504","020301050401","New Jersey","Monmouth","NJ03","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,87,0,0,0,"NJ92609","dam",0.981,"NJ89111","dam",10.643,1.353,1.226,0.127,0.382,0.971,72,0.844,69,0,0,334.135,1.956,27.951,"no","no",71.02,70.271,69.545,0.727,15.836,54.435,0,1.353,1.226,71.625,70.771,0.706,0.706,0,0.382,0.324,0.324,46,"",1.991,1.991,1.991,0,0.042,1.949,"",0.706,0.706,2.698,2.698,9.943,9.943,0,2.06,7.883,"no","no",0,1,0,2,1,4,2,0,3,0,36.559,"no",0,0,10,9,10,11,9,10,9,10,9,9,9,9,9,9,9,8,12,10,"https://tool.aquaticbarriers.org/report/dams/NJ32374"
40.948826,-74.78661,"Lake Tranquility Dam","NJ32401","NID March19 2023","NJ00275",true,1.0000200487399e+13,"Trout Brook","1a","yes","NJ00275","NJ00275","NJ_NJ00275","no",0.50472784,5.786827,7.7557,1932,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",14,170,0,"High","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",495,63.818943,0,0,"no",0,0,"Satisfactory","Unknown or none",1,3,0,"Salvelinus fontinalis","not located on a reach associated with anadromous / catadromous species habitat","","Local government","no","","no","no","Mohican, Munsee Lenape","Slightly below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership, Eastern Brook Trout Joint Venture","Upper Delaware","Middle Delaware-Musconetcong","Middle Pequest River","02","020401","02040105","0204010502","020401050202","New Jersey","Sussex","NJ07","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",2,63,0,0,0,"NJ934141","dam",1.466,"NJ91988","dam",0.555,2.347,2.347,0,0.863,1.483,63,1.483,63,0,0,1484.261,12.364,13.308,"no","no",2.322,2.075,2.075,0,0,2.075,0,2.075,2.075,4.422,4.422,1.217,1.217,0,0.863,0.354,0.354,29,"",0.291,0.291,0.291,0,0,0.291,"",0.291,0.291,1.508,1.508,0.308,0.308,0,0,0.308,"no","no",0,1,0,4,1,4,1,0,8,2,145.769,"no",0,0,8,11,10,8,11,9,15,13,14,7,12,9,7,12,9,15,15,15,"https://tool.aquaticbarriers.org/report/dams/NJ32401"
41.11587,-74.52955,"Deer Trail Lake Dam","NJ32451","NID March19 2023","NJ00338",true,1.0000700034134e+13,"Franklin Pond Creek","1a","yes","NJ00338","NJ00338","NJ_NJ00338","no",0.74625015,0.565631,0.7302,0,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",28,385,0,"Significant","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","Unknown",42,-1,0,0,"no",0,0,"Satisfactory","Unknown or none",0,0,0,"Salvelinus fontinalis","not located on a reach associated with anadromous / catadromous species habitat","","Private","no","","no","no","Mohican, Munsee Lenape","Slightly below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership, Eastern Brook Trout Joint Venture","Upper Hudson","Rondout","Lake Mohawk-Wallkill River","02","020200","02020007","0202000701","020200070101","New Jersey","Sussex","NJ05","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,83,0,0,0,"NJ82435","dam",0.155,"NJ22676","dam",4.717,0.155,0.155,0,0.022,0.133,86,0.133,86,0,0,121.304,0,6.345,"no","no",37.865,36.41,36.41,0,0.773,35.637,0,0.155,0.155,36.565,36.565,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,0,0,4.221,4.221,0,0,4.221,"no","no",0,1,0,1,0,1,1,1,11,1,136.153,"no",0,2.877,19,8,14,19,8,13,20,14,17,17,9,13,17,9,12,20,15,18,"https://tool.aquaticbarriers.org/report/dams/NJ32451"
39.90524,-75.027504,"Hopkins Lake Dam","NJ32499","NID March19 2023","NJ00648",true,1.0000200463779e+13,"Cooper River","1a","yes","NJ00648","NJ00648","NJ_31-204","no",-1,0.8345,1.5753001,0,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",25,210,0,"Significant","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Possibly feasible","Not yet evaluated","Unknown","Unknown",17,5.49267,0,0,"no",0,0,"Poor","Unknown or none",1,7,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","Local government","no","","no","no","Lenapehoking (Lenni-Lenape)","Slightly below average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Lower Delaware","Lower Delaware","Cooper River","02","020402","02040202","0204020204","020402020404","New Jersey","Camden","NJ01","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",1,33,0,0,0,"","",0,"NJ93326","dam",0.088,0.277,0.277,0,0.277,0,0,0,0,0,0,389.265,0,0,"no","no",0.088,0.017,0.017,0,0,0.017,0,0.017,0.017,0.295,0.295,0,0,0,0,0,0,0,"",0,0,0,0,0,0,"",0,0,0,0,0.017,0.017,0,0,0.017,"no","no",0,0,0,0,1,0,0,0,3,0,31.75,"no",0,0,20,18,19,20,18,19,20,18,19,20,19,19,20,19,19,20,19,19,"https://tool.aquaticbarriers.org/report/dams/NJ32499"
39.685764,-75.18457,"Lake Gilman Dam","NJ33025","NID March19 2023","NJ00431",true,1.0000200484969e+13,"Raccoon Creek","1b","yes","NJ00431","NJ00431","NJ_NJ00431","no",-1,5.922447,11.0443,1928,"Unknown","Yes","No","","Unknown","not identified as a priority by resource managers",14,350,0,"High","Earthfill (Gravel, Sand, Silt, Clay)","Recreation","Unknown","Unknown","Unknown","Not assessed","Not yet evaluated","Unknown","No",75,12.745857,0,0,"no",0,0,"Satisfactory","Unknown or none",0,2,0,"not recorded","not located on a reach associated with anadromous / catadromous species habitat","","Local government","no","","no","no","Lenapehoking (Lenni-Lenape)","Average","Not assessed / not a brook trout population","","no","Atlantic Coastal Fish Habitat Partnership","Lower Delaware","Lower Delaware","Raccoon Creek","02","020402","02040202","0204020206","020402020606","New Jersey","Gloucester","NJ02","no","no","no","yes","yes","stream is not likely intermittent / ephemeral","stream is not identified by NHD as a canal/ditch",3,72,1,1,1,"NJ92798","dam",0.481,"NJ85327","dam",1.002,3.532,3.339,0.193,0.621,2.91,82,2.717,81,0,0,927.731,5.902,46.184,"no","no",3.517,2.954,2.954,0,0.288,2.666,0,2.954,2.954,6.485,6.293,0.958,0.958,0,0.34,0.617,0.617,64,"",1.002,0.456,0.456,0,0,0.456,"",0.456,0.456,1.413,1.413,0.456,0.456,0,0,0.456,"no","no",0,3,0,6,5,10,5,0,2,0,22.254,"no",0,0,7,7,7,6,6,6,12,6,8,5,7,6,4,7,5,10,5,7,"https://tool.aquaticbarriers.org/report/dams/NJ33025"
